"Read_code","Term","Disease"
"B041.00","Malignant neoplasm of lateral portion of floor of mouth","Cancer Solid organ"
"B042.00","Malignant neoplasm, overlapping lesion of floor of mouth","Cancer Solid organ"
"B04y.00","Malignant neoplasm of other sites of floor of mouth","Cancer Solid organ"
"B04z.00","Malignant neoplasm of floor of mouth NOS","Cancer Solid organ"
"B05..00","Malignant neoplasm of other and unspecified parts of mouth","Cancer Solid organ"
"B050.11","Malignant neoplasm of buccal mucosa","Cancer Solid organ"
"B051.00","Malignant neoplasm of vestibule of mouth","Cancer Solid organ"
"B051000","Malignant neoplasm of upper buccal sulcus","Cancer Solid organ"
"B051100","Malignant neoplasm of lower buccal sulcus","Cancer Solid organ"
"B055.00","Malignant neoplasm of palate unspecified","Cancer Solid organ"
"B055000","Malignant neoplasm of junction of hard and soft palate","Cancer Solid organ"
"B055100","Malignant neoplasm of roof of mouth","Cancer Solid organ"
"B055z00","Malignant neoplasm of palate NOS","Cancer Solid organ"
"B056.00","Malignant neoplasm of retromolar area","Cancer Solid organ"
"B057.00","Overlapping lesion of other and unspecified parts of mouth","Cancer Solid organ"
"B05y.00","Malignant neoplasm of other specified mouth parts","Cancer Solid organ"
"B05z.00","Malignant neoplasm of mouth NOS","Cancer Solid organ"
"B05z000","Kaposi's sarcoma of palate","Cancer Solid organ"
"B060000","Malignant neoplasm of faucial tonsil","Cancer Solid organ"
"B060100","Malignant neoplasm of palatine tonsil","Cancer Solid organ"
"B060z00","Malignant neoplasm tonsil NOS","Cancer Solid organ"
"B062.00","Malignant neoplasm of tonsillar pillar","Cancer Solid organ"
"B062000","Malignant neoplasm of faucial pillar","Cancer Solid organ"
"B062200","Malignant neoplasm of palatoglossal arch","Cancer Solid organ"
"B062z00","Malignant neoplasm of tonsillar fossa NOS","Cancer Solid organ"
"B064.00","Malignant neoplasm of anterior epiglottis","Cancer Solid organ"
"B064000","Malignant neoplasm of epiglottis, free border","Cancer Solid organ"
"B064100","Malignant neoplasm of glossoepiglottic fold","Cancer Solid organ"
"B064z00","Malignant neoplasm of anterior epiglottis NOS","Cancer Solid organ"
"B065.00","Malignant neoplasm of junctional region of epiglottis","Cancer Solid organ"
"B066.00","Malignant neoplasm of lateral wall of oropharynx","Cancer Solid organ"
"B067.00","Malignant neoplasm of posterior wall of oropharynx","Cancer Solid organ"
"B06y.00","Malignant neoplasm of oropharynx, other specified sites","Cancer Solid organ"
"B06yz00","Malignant neoplasm of other specified site of oropharynx NOS","Cancer Solid organ"
"B06z.00","Malignant neoplasm of oropharynx NOS","Cancer Solid organ"
"B07..00","Malignant neoplasm of nasopharynx","Cancer Solid organ"
"B070.00","Malignant neoplasm of roof of nasopharynx","Cancer Solid organ"
"B071.00","Malignant neoplasm of posterior wall of nasopharynx","Cancer Solid organ"
"B071000","Malignant neoplasm of adenoid","Cancer Solid organ"
"B071100","Malignant neoplasm of pharyngeal tonsil","Cancer Solid organ"
"B071z00","Malignant neoplasm of posterior wall of nasopharynx NOS","Cancer Solid organ"
"B072000","Malignant neoplasm of pharyngeal recess","Cancer Solid organ"
"B072z00","Malignant neoplasm of lateral wall of nasopharynx NOS","Cancer Solid organ"
"B073.00","Malignant neoplasm of anterior wall of nasopharynx","Cancer Solid organ"
"B073200","Malignant neoplasm posterior margin nasal septum and choanae","Cancer Solid organ"
"B073z00","Malignant neoplasm of anterior wall of nasopharynx NOS","Cancer Solid organ"
"B074.00","Malignant neoplasm, overlapping lesion of nasopharynx","Cancer Solid organ"
"B07y.00","Malignant neoplasm of other specified site of nasopharynx","Cancer Solid organ"
"B07z.00","Malignant neoplasm of nasopharynx NOS","Cancer Solid organ"
"B083.00","Malignant neoplasm of posterior pharynx","Cancer Solid organ"
"B08y.00","Malignant neoplasm of other specified hypopharyngeal site","Cancer Solid organ"
"B08z.00","Malignant neoplasm of hypopharynx NOS","Cancer Solid organ"
"B0z..00","Malig neop other/ill-defined sites lip, oral cavity, pharynx","Cancer Solid organ"
"B0z0.00","Malignant neoplasm of pharynx unspecified","Cancer Solid organ"
"B0z1.00","Malignant neoplasm of Waldeyer's ring","Cancer Solid organ"
"B0zz.00","Malignant neoplasm of lip, oral cavity and pharynx NOS","Cancer Solid organ"
"B10..00","Malignant neoplasm of oesophagus","Cancer Solid organ"
"B100.00","Malignant neoplasm of cervical oesophagus","Cancer Solid organ"
"B101.00","Malignant neoplasm of thoracic oesophagus","Cancer Solid organ"
"B102.00","Malignant neoplasm of abdominal oesophagus","Cancer Solid organ"
"B103.00","Malignant neoplasm of upper third of oesophagus","Cancer Solid organ"
"B104.00","Malignant neoplasm of middle third of oesophagus","Cancer Solid organ"
"B105.00","Malignant neoplasm of lower third of oesophagus","Cancer Solid organ"
"B106.00","Malignant neoplasm, overlapping lesion of oesophagus","Cancer Solid organ"
"B107.00","Siewert type I adenocarcinoma","Cancer Solid organ"
"B10y.00","Malignant neoplasm of other specified part of oesophagus","Cancer Solid organ"
"B10z.00","Malignant neoplasm of oesophagus NOS","Cancer Solid organ"
"B10z.11","Oesophageal cancer","Cancer Solid organ"
"B110.00","Malignant neoplasm of cardia of stomach","Cancer Solid organ"
"B110000","Malignant neoplasm of cardiac orifice of stomach","Cancer Solid organ"
"B110100","Malignant neoplasm of cardio-oesophageal junction of stomach","Cancer Solid organ"
"B110111","Malignant neoplasm of gastro-oesophageal junction","Cancer Solid organ"
"B110z00","Malignant neoplasm of cardia of stomach NOS","Cancer Solid organ"
"B111.00","Malignant neoplasm of pylorus of stomach","Cancer Solid organ"
"B111100","Malignant neoplasm of pyloric canal of stomach","Cancer Solid organ"
"B111z00","Malignant neoplasm of pylorus of stomach NOS","Cancer Solid organ"
"B112.00","Malignant neoplasm of pyloric antrum of stomach","Cancer Solid organ"
"B113.00","Malignant neoplasm of fundus of stomach","Cancer Solid organ"
"B114.00","Malignant neoplasm of body of stomach","Cancer Solid organ"
"B115.00","Malignant neoplasm of lesser curve of stomach unspecified","Cancer Solid organ"
"B116.00","Malignant neoplasm of greater curve of stomach unspecified","Cancer Solid organ"
"B117.00","Malignant neoplasm, overlapping lesion of stomach","Cancer Solid organ"
"B11y.00","Malignant neoplasm of other specified site of stomach","Cancer Solid organ"
"B11y000","Malignant neoplasm of anterior wall of stomach NEC","Cancer Solid organ"
"B11y100","Malignant neoplasm of posterior wall of stomach NEC","Cancer Solid organ"
"B11yz00","Malignant neoplasm of other specified site of stomach NOS","Cancer Solid organ"
"B11z.00","Malignant neoplasm of stomach NOS","Cancer Solid organ"
"B134.00","Malignant neoplasm of caecum","Cancer Solid organ"
"B134.11","Carcinoma of caecum","Cancer Solid organ"
"B138.00","Malignant neoplasm, overlapping lesion of colon","Cancer Solid organ"
"B139.00","Hereditary nonpolyposis colon cancer","Cancer Solid organ"
"B13y.00","Malignant neoplasm of other specified sites of colon","Cancer Solid organ"
"B13z.00","Malignant neoplasm of colon NOS","Cancer Solid organ"
"B13z.11","Colonic cancer","Cancer Solid organ"
"B141.00","Malignant neoplasm of rectum","Cancer Solid organ"
"B150.00","Primary malignant neoplasm of liver","Cancer Solid organ"
"B153.00","Secondary malignant neoplasm of liver","Cancer Solid organ"
"B171.00","Malignant neoplasm of body of pancreas","Cancer Solid organ"
"B172.00","Malignant neoplasm of tail of pancreas","Cancer Solid organ"
"B173.00","Malignant neoplasm of pancreatic duct","Cancer Solid organ"
"B174.00","Malignant neoplasm of Islets of Langerhans","Cancer Solid organ"
"B175.00","Malignant neoplasm, overlapping lesion of pancreas","Cancer Solid organ"
"B17y.00","Malignant neoplasm of other specified sites of pancreas","Cancer Solid organ"
"B17y000","Malignant neoplasm of ectopic pancreatic tissue","Cancer Solid organ"
"B17yz00","Malignant neoplasm of specified site of pancreas NOS","Cancer Solid organ"
"B17z.00","Malignant neoplasm of pancreas NOS","Cancer Solid organ"
"B210.00","Malignant neoplasm of glottis","Cancer Solid organ"
"B211.00","Malignant neoplasm of supraglottis","Cancer Solid organ"
"B213000","Malignant neoplasm of arytenoid cartilage","Cancer Solid organ"
"B213100","Malignant neoplasm of cricoid cartilage","Cancer Solid organ"
"B213300","Malignant neoplasm of thyroid cartilage","Cancer Solid organ"
"B213z00","Malignant neoplasm of laryngeal cartilage NOS","Cancer Solid organ"
"B214.00","Malignant neoplasm, overlapping lesion of larynx","Cancer Solid organ"
"B215.00","Malignant neoplasm of epiglottis NOS","Cancer Solid organ"
"B21y.00","Malignant neoplasm of larynx, other specified site","Cancer Solid organ"
"B21z.00","Malignant neoplasm of larynx NOS","Cancer Solid organ"
"B22..00","Malignant neoplasm of trachea, bronchus and lung","Cancer Solid organ"
"B220100","Malignant neoplasm of mucosa of trachea","Cancer Solid organ"
"B220z00","Malignant neoplasm of trachea NOS","Cancer Solid organ"
"B221.00","Malignant neoplasm of main bronchus","Cancer Solid organ"
"B221000","Malignant neoplasm of carina of bronchus","Cancer Solid organ"
"B221100","Malignant neoplasm of hilus of lung","Cancer Solid organ"
"B221z00","Malignant neoplasm of main bronchus NOS","Cancer Solid organ"
"B222.00","Malignant neoplasm of upper lobe, bronchus or lung","Cancer Solid organ"
"B222.11","Pancoast's syndrome","Cancer Solid organ"
"B222000","Malignant neoplasm of upper lobe bronchus","Cancer Solid organ"
"B222100","Malignant neoplasm of upper lobe of lung","Cancer Solid organ"
"B222z00","Malignant neoplasm of upper lobe, bronchus or lung NOS","Cancer Solid organ"
"B223.00","Malignant neoplasm of middle lobe, bronchus or lung","Cancer Solid organ"
"B223000","Malignant neoplasm of middle lobe bronchus","Cancer Solid organ"
"B223100","Malignant neoplasm of middle lobe of lung","Cancer Solid organ"
"B223z00","Malignant neoplasm of middle lobe, bronchus or lung NOS","Cancer Solid organ"
"B224.00","Malignant neoplasm of lower lobe, bronchus or lung","Cancer Solid organ"
"B224000","Malignant neoplasm of lower lobe bronchus","Cancer Solid organ"
"B224100","Malignant neoplasm of lower lobe of lung","Cancer Solid organ"
"B224z00","Malignant neoplasm of lower lobe, bronchus or lung NOS","Cancer Solid organ"
"B226.00","Mesothelioma","Cancer Solid organ"
"B22y.00","Malignant neoplasm of other sites of bronchus or lung","Cancer Solid organ"
"B22z.00","Malignant neoplasm of bronchus or lung NOS","Cancer Solid organ"
"B22z.11","Lung cancer","Cancer Solid organ"
"B32..00","Malignant melanoma of skin","Cancer Solid organ"
"B320.00","Malignant melanoma of lip","Cancer Solid organ"
"B322.00","Malignant melanoma of ear and external auricular canal","Cancer Solid organ"
"B322000","Malignant melanoma of auricle (ear)","Cancer Solid organ"
"B322100","Malignant melanoma of external auditory meatus","Cancer Solid organ"
"B322z00","Malignant melanoma of ear and external auricular canal NOS","Cancer Solid organ"
"B323.00","Malignant melanoma of other and unspecified parts of face","Cancer Solid organ"
"B323000","Malignant melanoma of external surface of cheek","Cancer Solid organ"
"B323100","Malignant melanoma of chin","Cancer Solid organ"
"B323300","Malignant melanoma of forehead","Cancer Solid organ"
"B323400","Malignant melanoma of external surface of nose","Cancer Solid organ"
"B323500","Malignant melanoma of temple","Cancer Solid organ"
"B323z00","Malignant melanoma of face NOS","Cancer Solid organ"
"B324.00","Malignant melanoma of scalp and neck","Cancer Solid organ"
"B324000","Malignant melanoma of scalp","Cancer Solid organ"
"B324100","Malignant melanoma of neck","Cancer Solid organ"
"B324z00","Malignant melanoma of scalp and neck NOS","Cancer Solid organ"
"B325.00","Malignant melanoma of trunk (excluding scrotum)","Cancer Solid organ"
"B325000","Malignant melanoma of axilla","Cancer Solid organ"
"B325100","Malignant melanoma of breast","Cancer Solid organ"
"B325200","Malignant melanoma of buttock","Cancer Solid organ"
"B325300","Malignant melanoma of groin","Cancer Solid organ"
"B325500","Malignant melanoma of perineum","Cancer Solid organ"
"B325600","Malignant melanoma of umbilicus","Cancer Solid organ"
"B325700","Malignant melanoma of back","Cancer Solid organ"
"B325800","Malignant melanoma of chest wall","Cancer Solid organ"
"B325z00","Malignant melanoma of trunk, excluding scrotum, NOS","Cancer Solid organ"
"B326000","Malignant melanoma of shoulder","Cancer Solid organ"
"B326100","Malignant melanoma of upper arm","Cancer Solid organ"
"B326200","Malignant melanoma of fore-arm","Cancer Solid organ"
"B326300","Malignant melanoma of hand","Cancer Solid organ"
"B326400","Malignant melanoma of finger","Cancer Solid organ"
"B326500","Malignant melanoma of thumb","Cancer Solid organ"
"B326z00","Malignant melanoma of upper limb or shoulder NOS","Cancer Solid organ"
"B327.00","Malignant melanoma of lower limb and hip","Cancer Solid organ"
"B327000","Malignant melanoma of hip","Cancer Solid organ"
"B327100","Malignant melanoma of thigh","Cancer Solid organ"
"B327200","Malignant melanoma of knee","Cancer Solid organ"
"B327300","Malignant melanoma of popliteal fossa area","Cancer Solid organ"
"B327400","Malignant melanoma of lower leg","Cancer Solid organ"
"B327500","Malignant melanoma of ankle","Cancer Solid organ"
"B327600","Malignant melanoma of heel","Cancer Solid organ"
"B327700","Malignant melanoma of foot","Cancer Solid organ"
"B327800","Malignant melanoma of toe","Cancer Solid organ"
"B327900","Malignant melanoma of great toe","Cancer Solid organ"
"B327z00","Malignant melanoma of lower limb or hip NOS","Cancer Solid organ"
"B32y.00","Malignant melanoma of other specified skin site","Cancer Solid organ"
"B32y000","Overlapping malignant melanoma of skin","Cancer Solid organ"
"B32z.00","Malignant melanoma of skin NOS","Cancer Solid organ"
"B34..00","Malignant neoplasm of female breast","Cancer Solid organ"
"B34..11","Ca female breast","Cancer Solid organ"
"B340.00","Malignant neoplasm of nipple and areola of female breast","Cancer Solid organ"
"B340000","Malignant neoplasm of nipple of female breast","Cancer Solid organ"
"B340100","Malignant neoplasm of areola of female breast","Cancer Solid organ"
"B340z00","Malignant neoplasm of nipple or areola of female breast NOS","Cancer Solid organ"
